rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,HOU,BAL,1.2058,PASS,LINEUP PENDING,PASS,46.9,53.1,824850,2,Y,After Game 1
2,COL,CIN,1.0930,YRFI,STRONG,STRONG YRFI,41.3,58.7,824524,1,N,12:40 PM ET
3,HOU,BAL,1.0357,YRFI,STRONG,STRONG YRFI,36.8,63.2,824848,1,Y,12:35 PM ET
4,WSH,NYM,0.9569,PASS,NO EDGE,PASS,46.9,53.1,823634,1,N,1:10 PM ET
5,SF,PHI,0.9002,PASS,STARTER PENDING,PASS,44.9,55.1,823471,2,S,5:35 PM ET
6,KC,OAK,0.8787,YRFI,STRONG,STRONG YRFI,41.5,58.5,825016,1,N,3:05 PM ET
7,ARI,MIL,0.8482,NRFI,STRONG,STRONG NRFI,65.1,34.9,823795,1,N,1:40 PM ET
8,DET,ATL,0.8450,NRFI,STRONG,STRONG NRFI,55.4,44.6,824929,1,N,12:15 PM ET
9,TOR,MIN,0.7704,PASS,LINEUP PENDING,PASS,64.5,35.5,823714,1,N,7:40 PM ET
10,STL,PIT,0.7622,PASS,NO EDGE,PASS,48.9,51.1,823391,1,N,12:35 PM ET
11,SF,PHI,0.6869,PASS,NO EDGE,PASS,42.4,57.6,823472,1,S,12:35 PM ET
