rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,CHC,COL,1.4241,YRFI,STRONG,STRONG YRFI,32.2,67.8,824348,1,N,8:40 PM ET
2,WSH,SF,1.1088,PASS,LINEUP PENDING,PASS,43.8,56.2,823215,1,N,3:45 PM ET
3,PHI,TOR,1.0587,PASS,LINEUP PENDING,PASS,47.9,52.1,822804,1,N,7:07 PM ET
4,MIL,OAK,1.0450,YRFI,STRONG,STRONG YRFI,32.2,67.8,824996,1,N,9:05 PM ET
5,SEA,BAL,1.0425,PASS,LINEUP PENDING,PASS,47.9,52.1,824831,1,N,6:35 PM ET
6,CIN,SD,1.0384,PASS,LINEUP PENDING,PASS,45.1,54.9,823287,1,N,4:10 PM ET
7,ARI,MIA,1.0063,YRFI,STRONG,STRONG YRFI,40.0,60.0,823856,1,N,6:40 PM ET
8,STL,NYM,0.9795,YRFI,STRONG,STRONG YRFI,40.6,59.4,823618,1,N,7:10 PM ET
9,MIN,DET,0.9714,PASS,LINEUP PENDING,PASS,53.7,46.3,824266,1,N,6:40 PM ET
10,TEX,KC,0.9524,PASS,LINEUP PENDING,PASS,47.7,52.3,824103,1,N,7:40 PM ET
11,HOU,LAA,0.9255,YRFI,STRONG,STRONG YRFI,40.6,59.4,824022,1,N,9:38 PM ET
12,LAD,PIT,0.9195,PASS,LINEUP PENDING,PASS,47.9,52.1,823372,1,N,6:40 PM ET
13,ATL,CWS,0.8994,PASS,LINEUP PENDING,PASS,43.8,56.2,824590,1,N,7:40 PM ET
14,NYY,CLE,0.8879,PASS,NO EDGE,PASS,47.7,52.3,824428,1,N,1:10 PM ET
15,BOS,TB,0.8480,YRFI,STRONG,STRONG YRFI,40.6,59.4,822970,1,N,1:10 PM ET
