rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,COL,LAD,1.2271,YRFI,STRONG,STRONG YRFI,35.9,64.1,823949,1,N,10:10 PM ET
2,HOU,TEX,1.2109,NRFI,LEAN,LEAN NRFI,55.1,44.9,822898,1,N,8:05 PM ET
3,TB,BAL,1.1745,NRFI,LEAN,LEAN NRFI,55.1,44.9,824837,1,N,6:35 PM ET
4,LAA,DET,1.0859,YRFI,STRONG,STRONG YRFI,40.6,59.4,824275,1,N,6:40 PM ET
5,ATL,BOS,1.0546,NRFI,LEAN,LEAN NRFI,55.1,44.9,824758,1,N,6:45 PM ET
6,ARI,SF,1.0078,PASS,LINEUP PENDING,PASS,43.2,56.8,823216,1,N,9:45 PM ET
7,WSH,CLE,0.9803,NRFI,LEAN,LEAN NRFI,54.8,45.2,824434,1,N,6:10 PM ET
8,NYY,KC,0.9472,PASS,NO EDGE,PASS,47.9,52.1,824106,1,N,7:40 PM ET
9,PHI,SD,0.9444,PASS,LINEUP PENDING,PASS,53.1,46.9,823294,1,N,9:40 PM ET
10,STL,MIL,0.9164,NRFI,LEAN,LEAN NRFI,55.7,44.3,823785,1,N,7:40 PM ET
11,MIA,TOR,0.9144,NRFI,LEAN,LEAN NRFI,55.1,44.9,822811,1,N,7:07 PM ET
12,CHC,PIT,0.9072,PASS,NO DATA,PASS,47.9,52.1,823379,1,N,6:40 PM ET
13,SEA,OAK,0.9024,PASS,NO DATA,PASS,32.2,67.8,825004,1,N,9:40 PM ET
14,MIN,CWS,0.8829,YRFI,STRONG,STRONG YRFI,40.6,59.4,824597,1,N,7:40 PM ET
15,CIN,NYM,0.8482,NRFI,LEAN,LEAN NRFI,54.8,45.2,823624,1,N,7:10 PM ET
