rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,CIN,MIL,1.1261,PASS,LINEUP PENDING,PASS,54.5,45.5,823737,1,N,7:10 PM ET
2,TEX,ARI,1.0550,PASS,LINEUP PENDING,PASS,45.8,54.2,825035,1,N,8:10 PM ET
3,COL,DET,1.0122,NRFI,LEAN,LEAN NRFI,53.7,46.3,824224,1,N,1:10 PM ET
4,PHI,ATL,0.9992,PASS,LINEUP PENDING,PASS,53.7,46.3,824870,1,N,7:15 PM ET
5,NYM,NYY,0.9743,PASS,NO EDGE,PASS,48.6,51.3,823496,1,N,1:35 PM ET
6,LAD,MIA,0.9722,NRFI,LEAN,LEAN NRFI,52.6,47.4,823819,1,N,4:10 PM ET
7,KC,BOS,0.9595,NRFI,LEAN,LEAN NRFI,54.1,45.9,824712,1,N,4:10 PM ET
8,CLE,MIN,0.9586,NRFI,LEAN,LEAN NRFI,50.9,49.1,823657,1,N,4:10 PM ET
9,LAA,WSH,0.9442,NRFI,LEAN,LEAN NRFI,54.7,45.3,822685,1,N,4:05 PM ET
10,HOU,TB,0.9277,PASS,LINEUP PENDING,PASS,53.9,46.1,822927,1,N,6:10 PM ET
11,BAL,TOR,0.9113,NRFI,LEAN,LEAN NRFI,54.5,45.5,822768,1,N,3:07 PM ET
12,PIT,CHC,0.9072,NRFI,LEAN,LEAN NRFI,52.9,47.1,824630,1,N,2:20 PM ET
13,SD,SF,0.8883,NRFI,LEAN,LEAN NRFI,54.2,45.8,823170,1,N,4:05 PM ET
14,SEA,OAK,0.8415,PASS,LINEUP PENDING,PASS,48.8,51.2,824955,1,N,9:40 PM ET
15,CWS,STL,0.8168,PASS,LINEUP PENDING,PASS,53.9,46.1,823009,1,N,7:15 PM ET
