rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,LAD,PHI,1.2746,YRFI,STRONG,STRONG YRFI,39.2,60.8,823438,1,N,6:40 PM ET
2,WSH,COL,1.1980,YRFI,STRONG,STRONG YRFI,40.6,59.4,824327,1,N,3:10 PM ET
3,OAK,ARI,1.0961,YRFI,STRONG,STRONG YRFI,39.1,60.9,825055,1,N,3:40 PM ET
4,CWS,TEX,1.0699,NRFI,LEAN,LEAN NRFI,55.1,44.9,822873,1,N,8:05 PM ET
5,BAL,BOS,1.0686,NRFI,LEAN,LEAN NRFI,55.0,45.0,824732,2,S,7:10 PM ET
6,PIT,NYY,1.0772,YRFI,STRONG,STRONG YRFI,33.8,66.2,823518,1,S,1:05 PM ET
7,DET,CHC,1.0325,PASS,NO EDGE,PASS,47.7,52.3,824650,1,N,8:10 PM ET
8,MIN,CLE,1.0264,PASS,NO EDGE,PASS,47.7,52.3,824408,1,N,6:40 PM ET
9,BAL,BOS,1.0144,PASS,NO EDGE,PASS,47.7,52.3,824735,1,S,1:35 PM ET
10,TB,TOR,1.0063,NRFI,LEAN,LEAN NRFI,55.1,44.9,822784,1,N,7:07 PM ET
11,PIT,NYY,0.9996,PASS,NO EDGE,PASS,47.7,52.3,823519,2,S,7:05 PM ET
12,SD,ATL,0.9777,PASS,NO EDGE,PASS,46.9,53.1,824896,1,N,7:15 PM ET
13,NYM,MIL,0.9678,NRFI,LEAN,LEAN NRFI,69.2,30.8,823761,1,N,2:10 PM ET
14,MIA,HOU,0.9657,NRFI,LEAN,LEAN NRFI,50.4,49.6,824166,1,N,8:10 PM ET
15,SF,KC,0.9705,NRFI,LEAN,LEAN NRFI,55.1,44.9,824083,1,N,2:10 PM ET
16,CIN,SEA,0.9540,PASS,NO EDGE,PASS,47.7,52.3,823110,1,N,3:40 PM ET
17,STL,LAA,0.9467,YRFI,STRONG,STRONG YRFI,35.6,64.4,824004,1,N,4:07 PM ET
