rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,BAL,COL,1.4077,YRFI,STRONG,STRONG YRFI,34.8,65.2,824314,1,N,8:40 PM ET
2,SD,CIN,1.1288,NRFI,LEAN,LEAN NRFI,53.4,46.6,824473,1,N,6:40 PM ET
3,DET,MIN,1.0911,PASS,NO EDGE,PASS,49.0,51.0,823663,1,N,7:40 PM ET
4,SF,ATL,1.0809,PASS,NO EDGE,PASS,47.2,52.8,824911,1,N,6:05 PM ET
5,OAK,TEX,1.0605,NRFI,LEAN,LEAN NRFI,50.9,49.1,822855,1,N,8:05 PM ET
6,PHI,ARI,1.0435,PASS,LINEUP PENDING,PASS,50.3,49.7,825040,1,N,9:40 PM ET
7,CWS,HOU,1.0433,NRFI,LEAN,LEAN NRFI,53.0,47.0,824149,1,N,8:10 PM ET
8,MIA,WSH,1.0355,PASS,NO EDGE,PASS,48.8,51.2,822689,1,N,6:45 PM ET
9,NYY,LAA,1.0218,PASS,LINEUP PENDING,PASS,49.2,50.8,823982,1,N,9:38 PM ET
10,NYM,TB,0.9803,NRFI,LEAN,LEAN NRFI,53.4,46.6,822932,1,N,6:40 PM ET
11,MIL,CHC,0.9525,PASS,NO EDGE,PASS,48.8,51.2,824635,1,N,7:40 PM ET
12,SEA,BOS,0.9052,NRFI,LEAN,LEAN NRFI,52.9,47.1,824719,1,N,6:45 PM ET
