rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,KC,COL,1.4920,YRFI,STRONG,STRONG YRFI,28.7,71.3,824326,1,N,8:10 PM ET
2,WSH,ATL,1.2228,YRFI,STRONG,STRONG YRFI,41.8,58.2,824890,1,N,7:15 PM ET
3,PIT,CIN,1.1504,NRFI,LEAN,LEAN NRFI,50.7,49.3,824485,1,N,6:40 PM ET
4,SF,SD,1.0543,PASS,LINEUP PENDING,PASS,48.5,51.5,823269,1,N,8:40 PM ET
5,TEX,HOU,1.0302,PASS,NO EDGE,PASS,46.3,53.7,824162,1,N,7:10 PM ET
6,DET,OAK,1.0072,PASS,LINEUP PENDING,PASS,42.9,57.1,824972,1,N,9:40 PM ET
7,MIL,LAA,0.9996,YRFI,STRONG,STRONG YRFI,37.4,62.6,824000,1,N,9:38 PM ET
8,MIA,NYM,0.9636,NRFI,LEAN,LEAN NRFI,51.7,48.3,823594,1,N,4:10 PM ET
9,NYY,CHC,0.9613,PASS,LINEUP PENDING,PASS,50.1,49.9,824649,1,N,7:15 PM ET
10,STL,TOR,0.9478,PASS,NO DATA,PASS,51.8,48.2,822781,1,N,3:07 PM ET
11,PHI,BAL,0.9143,PASS,NO EDGE,PASS,48.6,51.4,824808,1,N,7:05 PM ET
12,CWS,TB,0.8933,YRFI,STRONG,STRONG YRFI,33.4,66.6,822944,1,N,4:10 PM ET
13,ARI,CLE,0.8723,NRFI,LEAN,LEAN NRFI,52.1,47.9,824405,1,N,7:15 PM ET
14,MIN,SEA,0.8526,NRFI,LEAN,LEAN NRFI,55.0,45.0,823109,1,N,4:10 PM ET
15,BOS,LAD,0.8567,PASS,LINEUP PENDING,PASS,47.3,52.7,823920,1,N,9:10 PM ET
