rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,CHC,COL,1.3583,YRFI,STRONG,STRONG YRFI,32.2,67.8,824347,1,N,8:40 PM ET
2,ATL,CWS,1.3323,YRFI,STRONG,STRONG YRFI,40.6,59.4,824591,1,N,7:40 PM ET
3,HOU,LAA,1.0435,YRFI,STRONG,STRONG YRFI,40.6,59.4,824023,1,N,9:38 PM ET
4,MIL,OAK,1.0296,YRFI,STRONG,STRONG YRFI,34.7,65.3,824999,1,N,10:05 PM ET
5,WSH,SF,1.0162,PASS,LINEUP PENDING,PASS,47.9,52.1,823214,1,N,9:45 PM ET
6,NYY,CLE,1.0102,PASS,LINEUP PENDING,PASS,47.7,52.3,824429,1,N,6:40 PM ET
7,SEA,BAL,0.9935,PASS,LINEUP PENDING,PASS,54.0,46.0,824830,1,N,6:35 PM ET
8,LAD,PIT,0.9843,PASS,LINEUP PENDING,PASS,42.2,57.8,823374,1,N,6:40 PM ET
9,ARI,MIA,0.9797,YRFI,STRONG,STRONG YRFI,37.6,62.4,823858,1,N,6:40 PM ET
10,CIN,SD,0.9699,PASS,LINEUP PENDING,PASS,54.8,45.2,823290,1,N,9:40 PM ET
11,MIN,DET,0.9697,PASS,LINEUP PENDING,PASS,47.9,52.1,824267,1,N,6:40 PM ET
12,STL,NYM,0.9183,YRFI,STRONG,STRONG YRFI,41.1,58.9,823620,1,N,7:10 PM ET
13,TEX,KC,0.8208,PASS,LINEUP PENDING,PASS,47.9,52.1,824105,1,N,7:40 PM ET
14,PHI,TOR,0.8144,PASS,LINEUP PENDING,PASS,55.1,44.9,822805,1,N,7:07 PM ET
15,BOS,TB,0.7776,YRFI,STRONG,STRONG YRFI,40.6,59.4,822969,1,N,6:40 PM ET
