rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,NYM,CIN,1.3649,PASS,LOW LAMBDA,PASS,43.2,56.8,824504,1,N,7:10 PM ET
2,CLE,MIL,1.2155,NRFI,LEAN,LEAN NRFI,55.4,44.6,823775,1,N,7:40 PM ET
3,SF,ATL,1.1830,PASS,NO EDGE,PASS,47.7,52.3,824912,1,N,7:15 PM ET
4,MIN,TEX,1.1681,NRFI,LEAN,LEAN NRFI,54.8,45.2,822888,1,N,8:05 PM ET
5,COL,CHC,1.1232,PASS,NO EDGE,PASS,47.7,52.3,824667,1,N,8:05 PM ET
6,LAA,ARI,1.0074,YRFI,STRONG,STRONG YRFI,40.6,59.4,825070,1,N,9:40 PM ET
7,SD,STL,0.9920,PASS,NO EDGE,PASS,47.9,52.0,823045,1,N,7:45 PM ET
8,KC,WSH,0.9671,PASS,LOW LAMBDA,PASS,43.5,56.5,822723,1,N,6:45 PM ET
9,BAL,SEA,0.9620,PASS,LINEUP PENDING,PASS,50.0,50.0,823128,1,N,9:40 PM ET
10,PIT,OAK,0.9378,YRFI,STRONG,STRONG YRFI,39.1,60.9,824991,1,N,9:40 PM ET
11,CWS,NYY,0.9368,YRFI,STRONG,STRONG YRFI,38.7,61.3,823535,1,N,7:05 PM ET
12,MIA,PHI,0.9173,NRFI,LEAN,LEAN NRFI,54.8,45.2,823451,1,N,6:40 PM ET
13,DET,HOU,0.9060,NRFI,LEAN,LEAN NRFI,54.7,45.3,824182,1,N,8:10 PM ET
14,TOR,BOS,0.8633,NRFI,LEAN,LEAN NRFI,57.9,42.1,824750,1,N,6:45 PM ET
15,TB,LAD,0.8308,YRFI,STRONG,STRONG YRFI,40.6,59.4,823939,1,N,10:10 PM ET
