rank,away,home,lambda,pick_side,pick_strength,pick_label,nrfi_pct,yrfi_pct,game_pk,game_number,double_header,game_time_et
1,SF,COL,1.4287,YRFI,STRONG,STRONG YRFI,32.2,67.8,824334,1,N,8:10 PM ET
2,MIN,NYY,1.1378,YRFI,STRONG,STRONG YRFI,32.2,67.8,823526,1,N,1:35 PM ET
3,DET,TEX,1.1503,NRFI,LEAN,LEAN NRFI,54.8,45.2,822882,1,N,4:05 PM ET
4,STL,CHC,1.0684,PASS,LINEUP PENDING,PASS,47.8,52.2,824658,1,N,8:08 PM ET
5,MIL,ARI,1.0679,YRFI,STRONG,STRONG YRFI,38.8,61.2,825063,1,N,9:40 PM ET
6,PIT,WSH,1.0604,YRFI,STRONG,STRONG YRFI,40.6,59.4,822716,1,N,11:05 AM ET
7,BAL,CIN,1.0453,PASS,LINEUP PENDING,PASS,40.6,59.4,824499,1,N,7:10 PM ET
8,MIA,OAK,1.0416,YRFI,STRONG,STRONG YRFI,33.7,66.3,824983,1,N,9:40 PM ET
9,BOS,LAA,0.9548,YRFI,STRONG,STRONG YRFI,38.9,61.1,824012,1,N,9:38 PM ET
10,TOR,SEA,0.9438,NRFI,LEAN,LEAN NRFI,54.8,45.2,823118,1,N,4:10 PM ET
11,SD,LAD,0.9016,PASS,LINEUP PENDING,PASS,45.2,54.8,823932,1,N,10:10 PM ET
12,CWS,CLE,0.8831,PASS,LINEUP PENDING,PASS,47.9,52.1,824415,1,N,7:10 PM ET
13,NYM,ATL,0.8056,PASS,LINEUP PENDING,PASS,47.9,52.1,824903,1,N,8:08 PM ET
14,TB,HOU,0.8040,PASS,LINEUP PENDING,PASS,54.8,45.2,824171,1,N,7:10 PM ET
15,PHI,KC,0.7897,PASS,LINEUP PENDING,PASS,62.2,37.8,824092,1,N,8:10 PM ET
